time,coin,dir,px,sz,ntl,fee,closedPnl
23/07/2024 - 13:01:07,POPCAT,Close Long,0.78454,1267,994.0121800000001,0,-162.727145
23/07/2024 - 13:01:07,POPCAT,Close Long,0.78454,361,283.21894000000003,0,-46.365035
23/07/2024 - 13:01:08,POPCAT,Close Long,0.78454,1267,994.0121800000001,0,-162.727145
23/07/2024 - 13:01:10,POPCAT,Close Long,0.78454,3324,2607.8109600000003,0,-426.91794
23/07/2024 - 13:01:10,POPCAT,Close Long,0.78454,1129,885.74566,0,-145.003115
23/07/2024 - 13:01:12,POPCAT,Close Long,0.78454,424,332.64496,0,-54.45644
23/07/2024 - 13:01:19,POPCAT,Close Long,0.78454,430,337.3522,0,-55.22705
23/07/2024 - 13:01:28,ETH,Close Long,3448.73331192,72.2417,249142.35729973103,62.285581,-3977.5464620000002
23/07/2024 - 13:01:30,ETH,Close Long,3448.2,48.3836,166836.32952,0,-2648.034428
23/07/2024 - 13:01:35,POPCAT,Close Long,0.78454,3255,2553.6777,0,-418.055925
23/07/2024 - 13:01:35,POPCAT,Close Long,0.78454,3255,2553.6777,0,-418.055925
23/07/2024 - 13:01:38,POPCAT,Close Long,0.78454,2113,1657.7330200000001,0,-271.383155
23/07/2024 - 13:01:39,POPCAT,Close Long,0.78454,3255,2553.6777,0,-418.055925
23/07/2024 - 13:01:40,POPCAT,Close Long,0.78454,438,343.62852,0,-56.25453
23/07/2024 - 13:01:40,POPCAT,Close Long,0.78454,5479,4298.49466,0,-703.695365
23/07/2024 - 13:01:41,POPCAT,Close Long,0.78454,303,237.71562,0,-38.915805
23/07/2024 - 13:01:41,POPCAT,Close Long,0.78454,2226,1746.38604,0,-285.89631
23/07/2024 - 13:01:42,POPCAT,Close Long,0.78454,20,15.6908,0,-2.5687
23/07/2024 - 13:01:42,POPCAT,Close Long,0.78454,690,541.3326,0,-88.62015
23/07/2024 - 13:01:42,POPCAT,Close Long,0.78454,2243,1759.72322,0,-288.079705
23/07/2024 - 13:01:52,ETH,Close Long,3449.4,0.0001,0.34494,0.000086,-0.005439
23/07/2024 - 13:32:24,kPEPE,Open Long,0.01176151,8608035,101243.48973285,25.310861,-25.310861
23/07/2024 - 14:02:05,kPEPE,Close Long,0.0119962,8608035,103263.70946700001,25.815911,380.44360500000005
23/07/2024 - 14:06:24,kPEPE,Close Long,0.01205792,18331402,221038.57880384,55.259618,1941.323732
23/07/2024 - 14:39:27,kPEPE,Close Long,0.012248,653195,8000.33236,0,195.305305
23/07/2024 - 14:39:27,kPEPE,Close Long,0.012248,228956,2804.253088,0,68.457844
23/07/2024 - 14:39:28,kPEPE,Close Long,0.012248,13210056,161796.765888,0,3949.806744
23/07/2024 - 14:39:28,kPEPE,Close Long,0.012248,145379,1780.601992,0,43.468321
23/07/2024 - 14:42:11,kPEPE,Close Long,0.012222,2440226,29824.442172,7.456106,658.725592
23/07/2024 - 14:42:11,kPEPE,Close Long,0.012221,228709,2795.0526889999996,0,62.208848
23/07/2024 - 14:42:12,kPEPE,Close Long,0.012221,450714,5508.175794,0,122.594208
23/07/2024 - 14:42:12,kPEPE,Close Long,0.012221,2055111,25115.511531,0,558.990192
23/07/2024 - 14:42:12,kPEPE,Close Long,0.012221,218893,2675.091353,0,59.538896
23/07/2024 - 14:42:13,kPEPE,Close Long,0.012221,333545,4076.253445,0,90.72424
23/07/2024 - 14:42:13,kPEPE,Close Long,0.012221,77621,948.606241,0,21.112912
23/07/2024 - 14:42:14,kPEPE,Close Long,0.012221,228709,2795.0526889999996,0,62.208848
23/07/2024 - 14:42:14,kPEPE,Close Long,0.012221,5747628,70241.76178799999,0,1563.354816
23/07/2024 - 14:42:15,kPEPE,Close Long,0.012221,333545,4076.253445,0,90.72424
23/07/2024 - 14:42:15,kPEPE,Close Long,0.012221,38811,474.30923099999995,0,10.556592
23/07/2024 - 14:42:15,kPEPE,Close Long,0.012221,228709,2795.0526889999996,0,62.208848
23/07/2024 - 14:42:15,kPEPE,Close Long,0.012221,40915,500.02221499999996,0,11.12888
23/07/2024 - 14:42:16,kPEPE,Close Long,0.012221,1814450,22174.39345,0,493.5304
23/07/2024 - 15:05:35,kPEPE,Open Long,0.01229997,5862567,72109.39822299,18.027346,-18.027346
23/07/2024 - 15:05:36,kPEPE,Open Long,0.012306,74940,922.21164,0,0
23/07/2024 - 15:05:36,kPEPE,Open Long,0.012306,2318800,28535.1528,0,0
23/07/2024 - 15:05:36,kPEPE,Open Long,0.012306,407302,5012.258412,0,0
23/07/2024 - 15:05:37,kPEPE,Open Long,0.012306,12189,149.99783399999998,0,0
23/07/2024 - 15:05:37,kPEPE,Open Long,0.012306,33248,409.149888,0,0
23/07/2024 - 15:05:38,kPEPE,Open Long,0.012306,1939025,23861.641649999998,0,0
23/07/2024 - 15:05:39,kPEPE,Open Long,0.012306,1939025,23861.641649999998,0,0
23/07/2024 - 15:05:39,kPEPE,Open Long,0.012306,1510627,18589.775862,0,0
23/07/2024 - 15:16:22,kPEPE,Close Long,0.012199,4828,58.896772,0,-0.502112
23/07/2024 - 15:16:23,kPEPE,Close Long,0.012199,2528472,30844.829928,0,-262.961088
23/07/2024 - 15:16:24,kPEPE,Close Long,0.012199,228709,2790.021091,0,-23.785736
23/07/2024 - 15:16:25,kPEPE,Close Long,0.012199,228709,2790.021091,0,-23.785736
23/07/2024 - 15:16:26,kPEPE,Close Long,0.012199,622508,7593.975092,0,-64.740832
23/07/2024 - 15:16:30,kPEPE,Close Long,0.012199,1251510,15267.17049,0,-130.15704
23/07/2024 - 15:16:30,kPEPE,Close Long,0.012199,412065,5026.780935,0,-42.85476
23/07/2024 - 15:16:32,kPEPE,Close Long,0.012199,1643945,20054.485055,0,-170.97028
23/07/2024 - 15:16:32,kPEPE,Close Long,0.012199,989363,12069.239237,0,-102.893752
23/07/2024 - 15:16:32,kPEPE,Close Long,0.012199,77621,946.8985789999999,0,-8.072584
23/07/2024 - 15:16:54,kPEPE,Close Long,0.012198,122285,1491.63243,0.372908,-13.212833
23/07/2024 - 15:17:00,kPEPE,Close Long,0.012198,558803,6816.278994,0,-58.674315
23/07/2024 - 15:17:01,kPEPE,Close Long,0.012198,4207594,51324.231612,0,-441.79737
23/07/2024 - 15:17:02,kPEPE,Close Long,0.012198,655872,8000.326656,0,-68.86656
23/07/2024 - 15:17:02,kPEPE,Close Long,0.012198,228709,2789.792382,0,-24.014445
23/07/2024 - 15:17:02,kPEPE,Close Long,0.012198,336730,4107.43254,0,-35.35665
23/07/2024 - 15:19:11,kPEPE,Open Short,0.01219481,7560155,92194.65379555001,23.048664,-23.048664
23/07/2024 - 16:35:08,kPEPE,Close Short,0.01199,980464,11755.76336,0,200.014656
23/07/2024 - 16:35:10,kPEPE,Close Short,0.01199,621167,7447.79233,0,126.718068
23/07/2024 - 16:35:11,kPEPE,Close Short,0.01199,667195,7999.66805,0,136.10778
23/07/2024 - 16:35:12,kPEPE,Close Short,0.01199,2703,32.408970000000004,0,0.551412
23/07/2024 - 16:35:13,kPEPE,Close Short,0.01199,1028123,12327.19477,0,209.737092
23/07/2024 - 16:35:14,kPEPE,Close Short,0.01199,682844,8187.29956,0,139.300176
23/07/2024 - 16:35:21,kPEPE,Close Short,0.01199,667195,7999.66805,0,136.10778
23/07/2024 - 16:35:58,kPEPE,Close Short,0.01201607,2910464,34972.339156480004,8.743083,509.119129
23/07/2024 - 17:27:19,BTC,Open Long,66719.22195776,6.37351,425235.62834000296,106.308896,-106.308896
23/07/2024 - 17:50:14,kPEPE,Open Short,0.01205692,16913232,203921.48516544,50.980358,-50.980358
23/07/2024 - 19:05:19,kPEPE,Close Short,0.012017,734154,8822.328618,2.205582,26.426424
23/07/2024 - 19:05:23,kPEPE,Close Short,0.012023,23810,286.26763,0,0.78573
23/07/2024 - 19:05:23,kPEPE,Close Short,0.012023,19291,231.93569300000001,0,0.636603
23/07/2024 - 19:05:24,kPEPE,Close Short,0.012023,182630,2195.76049,0,6.02679
23/07/2024 - 19:07:04,kPEPE,Close Short,0.01198187,1831992,21950.68998504,5.48767,130.315436
23/07/2024 - 19:07:05,kPEPE,Close Short,0.011984,103598,1241.518432,0,7.459056
23/07/2024 - 19:07:05,kPEPE,Close Short,0.011984,95652,1146.293568,0,6.886944
23/07/2024 - 19:07:06,kPEPE,Close Short,0.011984,2280282,27326.899488,0,164.180304
23/07/2024 - 19:07:33,kPEPE,Close Short,0.011984,299848,3593.378432,0,21.589056
23/07/2024 - 19:07:33,kPEPE,Close Short,0.011984,77621,930.210064,0,5.588712
23/07/2024 - 19:08:12,kPEPE,Close Short,0.011984,129998,1557.8960319999999,0,9.359856
23/07/2024 - 19:08:12,kPEPE,Close Short,0.011984,556832,6673.074688,0,40.091904
23/07/2024 - 19:08:12,kPEPE,Close Short,0.011984,50839,609.254576,0,3.660408
23/07/2024 - 19:08:12,kPEPE,Close Short,0.011984,52184,625.373056,0,3.757248
23/07/2024 - 19:08:12,kPEPE,Close Short,0.011984,117125,1403.626,0,8.433
23/07/2024 - 19:08:12,kPEPE,Close Short,0.011984,166795,1998.87128,0,12.00924
23/07/2024 - 19:08:12,kPEPE,Close Short,0.011984,2261738,27104.668192,0,162.845136
23/07/2024 - 19:08:12,kPEPE,Close Short,0.011984,335065,4015.41896,0,24.12468
23/07/2024 - 19:08:13,kPEPE,Close Short,0.011984,1008579,12086.810736,0,72.617688
23/07/2024 - 19:08:13,kPEPE,Close Short,0.011984,272727,3268.360368,0,19.636344
23/07/2024 - 19:08:13,kPEPE,Close Short,0.011984,15762,188.891808,0,1.134864
23/07/2024 - 19:08:13,kPEPE,Close Short,0.011984,69000,826.896,0,4.968
23/07/2024 - 19:08:13,kPEPE,Close Short,0.011984,64782,776.347488,0,4.664304
23/07/2024 - 19:08:14,kPEPE,Close Short,0.011984,1300,15.5792,0,0.0936
23/07/2024 - 19:08:14,kPEPE,Close Short,0.011984,110000,1318.24,0,7.92
23/07/2024 - 19:08:14,kPEPE,Close Short,0.011984,51229,613.928336,0,3.688488
23/07/2024 - 19:08:15,kPEPE,Close Short,0.011984,90915,1089.52536,0,6.54588
23/07/2024 - 19:08:16,kPEPE,Close Short,0.011984,2261738,27104.668192,0,162.845136
23/07/2024 - 19:08:16,kPEPE,Close Short,0.011984,162277,1944.727568,0,11.683944
23/07/2024 - 19:08:16,kPEPE,Close Short,0.011984,69000,826.896,0,4.968
23/07/2024 - 19:08:16,kPEPE,Close Short,0.011984,845952,10137.888768,0,60.908544
23/07/2024 - 19:08:16,kPEPE,Close Short,0.011984,702957,8424.236687999999,0,50.612904
23/07/2024 - 19:08:17,kPEPE,Close Short,0.011984,288806,3461.051104,0,20.794032
23/07/2024 - 19:08:17,kPEPE,Close Short,0.011984,20000,239.68,0,1.44
23/07/2024 - 19:08:17,kPEPE,Close Short,0.011984,1558754,18680.107936,0,112.230288
23/07/2024 - 19:15:25,kPEPE,Open Short,0.01177463,16634664,195867.01377432,48.966753,-48.966753
23/07/2024 - 19:37:33,kPEPE,Close Short,0.01193669,16634664,198562.82742216,49.640682,-2755.874295
23/07/2024 - 19:40:22,kPEPE,Open Long,0.01191544,8278676,98644.06715743999,24.661005,-24.661005
23/07/2024 - 20:08:57,kPEPE,Close Long,0.01218,509254,6202.71372,1.550677,133.401633
23/07/2024 - 20:09:05,kPEPE,Close Long,0.012178,11269,137.233882,0.034308,2.9294390000000003
23/07/2024 - 20:09:12,kPEPE,Close Long,0.012178,4107,50.015046,0,1.080141
23/07/2024 - 20:09:18,kPEPE,Close Long,0.012176,2972980,36199.004479999996,9.049749,766.898031
23/07/2024 - 20:09:18,kPEPE,Close Long,0.012176,6036,73.49433599999999,0,1.575396
23/07/2024 - 20:09:19,kPEPE,Close Long,0.012176,657003,7999.668527999999,0,171.477783
23/07/2024 - 20:09:19,kPEPE,Close Long,0.012176,333545,4061.24392,0,87.055245
23/07/2024 - 20:09:22,kPEPE,Close Long,0.012176,115833,1410.382608,0,30.232413
23/07/2024 - 20:09:22,kPEPE,Close Long,0.012176,145875,1776.174,0,38.073375
23/07/2024 - 20:09:22,kPEPE,Close Long,0.012176,388717,4733.0181919999995,0,101.455137
23/07/2024 - 20:09:22,kPEPE,Close Long,0.012176,333478,4060.4281279999996,0,87.037758
23/07/2024 - 20:09:23,kPEPE,Close Long,0.012176,132627,1614.866352,0,34.615647
23/07/2024 - 20:09:24,kPEPE,Close Long,0.012176,137435,1673.4085599999999,0,35.870535
23/07/2024 - 20:09:24,kPEPE,Close Long,0.012176,8256,100.52505599999999,0,2.154816
23/07/2024 - 20:09:24,kPEPE,Close Long,0.012176,55169,671.7377439999999,0,14.399109
23/07/2024 - 20:09:24,kPEPE,Close Long,0.012176,1338813,16301.387088,0,349.430193
23/07/2024 - 20:09:24,kPEPE,Close Long,0.012176,1128279,13737.925104,0,294.480819
23/07/2024 - 21:07:00,BTC,Open Long,66494.53090334,1.52977,101721.33854000243,25.430331,-25.430331
24/07/2024 - 04:56:57,kPEPE,Open Short,0.012574,520373,6543.170102,1.635791,-1.635791
24/07/2024 - 04:57:26,kPEPE,Open Short,0.0125686,1926997,24219.6544942,6.054909,-6.054909
24/07/2024 - 04:57:27,kPEPE,Open Short,0.012565,1972330,24782.32645,0,0
24/07/2024 - 04:57:27,kPEPE,Open Short,0.012565,851058,10693.54377,0,0
24/07/2024 - 04:57:28,kPEPE,Open Short,0.012565,756597,9506.641305,0,0
24/07/2024 - 04:57:29,kPEPE,Open Short,0.012565,671524,8437.699059999999,0,0
24/07/2024 - 04:57:30,kPEPE,Open Short,0.012565,49799,625.724435,0,0
24/07/2024 - 04:57:30,kPEPE,Open Short,0.012565,411166,5166.30079,0,0
24/07/2024 - 04:57:31,kPEPE,Open Short,0.012565,223273,2805.425245,0,0
24/07/2024 - 04:57:31,kPEPE,Open Short,0.012565,49798,625.71187,0,0
24/07/2024 - 04:57:31,kPEPE,Open Short,0.012565,275144,3457.1843599999997,0,0
24/07/2024 - 04:57:32,kPEPE,Open Short,0.012565,2315295,29091.681675,0,0
24/07/2024 - 04:57:32,kPEPE,Open Short,0.012565,2030418,25512.20217,0,0
24/07/2024 - 04:57:32,kPEPE,Open Short,0.012565,212325,2667.863625,0,0
24/07/2024 - 04:57:32,kPEPE,Open Short,0.012565,2031633,25527.468645,0,0
24/07/2024 - 05:11:24,kPEPE,Open Short,0.012677,132623,1681.2617710000002,0,0
24/07/2024 - 05:11:26,kPEPE,Open Short,0.012674,697093,8834.956682,0,0
24/07/2024 - 05:11:28,kPEPE,Open Short,0.012674,697148,8835.653752,0,0
24/07/2024 - 05:11:30,kPEPE,Open Short,0.012674,579740,7347.62476,0,0
24/07/2024 - 05:11:33,kPEPE,Open Short,0.012674,631238,8000.310412,0,0
24/07/2024 - 05:11:34,kPEPE,Open Short,0.012674,697148,8835.653752,0,0
24/07/2024 - 05:11:36,kPEPE,Open Short,0.012674,484248,6137.359152,0,0
24/07/2024 - 05:30:26,kPEPE,Close Short,0.01254403,14297730,179351.1540519,44.837771,598.172241
24/07/2024 - 05:31:40,kPEPE,Close Short,0.01255,88417,1109.63335,0,3.448263
24/07/2024 - 05:31:41,kPEPE,Close Short,0.01255,8126,101.9813,0,0.316914
24/07/2024 - 05:31:41,kPEPE,Close Short,0.01255,43079,540.64145,0,1.680081
24/07/2024 - 05:31:41,kPEPE,Close Short,0.01255,507167,6364.94585,0,19.779513
24/07/2024 - 05:31:42,kPEPE,Close Short,0.01255,40207,504.59785,0,1.568073
24/07/2024 - 05:31:42,kPEPE,Close Short,0.01255,37526,470.9513,0,1.463514
24/07/2024 - 05:31:43,kPEPE,Close Short,0.01255,78748,988.2874,0,3.071172
24/07/2024 - 05:31:43,kPEPE,Close Short,0.01255,90700,1138.285,0,3.5373
24/07/2024 - 05:31:43,kPEPE,Close Short,0.01255,3025268,37967.1134,0,117.985452
24/07/2024 - 05:54:49,kPEPE,Open Short,0.0125543,2518107,31613.070710099997,7.903264,-7.903264
24/07/2024 - 05:54:50,kPEPE,Open Short,0.012553,132458,1662.7452739999999,0,0
24/07/2024 - 05:54:50,kPEPE,Open Short,0.012553,789256,9907.530568,0,0
24/07/2024 - 05:55:11,kPEPE,Open Short,0.01255,285260,3580.013,0,0
24/07/2024 - 05:55:11,kPEPE,Open Short,0.01255,285088,3577.8544,0,0
24/07/2024 - 05:55:11,kPEPE,Open Short,0.01255,8126,101.9813,0,0
24/07/2024 - 05:55:19,kPEPE,Open Short,0.01255,1310,16.4405,0,0
24/07/2024 - 05:55:21,kPEPE,Open Short,0.01255,3992,50.0996,0,0
24/07/2024 - 05:55:27,kPEPE,Open Short,0.01254741,1089938,13675.89896058,3.418972,-3.418972
24/07/2024 - 05:55:32,kPEPE,Open Short,0.012547,66002,828.127094,0,0
24/07/2024 - 05:55:32,kPEPE,Open Short,0.012547,65976,827.800872,0,0
24/07/2024 - 05:55:33,kPEPE,Open Short,0.012547,411166,5158.899802,0,0
24/07/2024 - 05:55:34,kPEPE,Open Short,0.012547,1200,15.056400000000002,0,0
24/07/2024 - 05:55:35,kPEPE,Open Short,0.012547,8126,101.956922,0,0
24/07/2024 - 05:55:36,kPEPE,Open Short,0.012547,961690,12066.32443,0,0
24/07/2024 - 05:55:36,kPEPE,Open Short,0.012547,962177,12072.434819,0,0
24/07/2024 - 05:55:38,kPEPE,Open Short,0.012547,1200,15.056400000000002,0,0
24/07/2024 - 05:55:38,kPEPE,Open Short,0.012547,39852,500.023044,0,0
24/07/2024 - 05:55:39,kPEPE,Open Short,0.012547,373397,4685.012159,0,0
24/07/2024 - 05:55:40,kPEPE,Open Short,0.012547,739251,9275.382297,0,0
24/07/2024 - 05:55:40,kPEPE,Open Short,0.012547,739638,9280.237986,0,0
24/07/2024 - 05:55:42,kPEPE,Open Short,0.012547,1200,15.056400000000002,0,0
24/07/2024 - 05:55:49,kPEPE,Open Short,0.012547,1311,16.449117,0,0
24/07/2024 - 05:56:03,kPEPE,Open Short,0.012547,1200,15.056400000000002,0,0
24/07/2024 - 05:56:05,kPEPE,Open Short,0.012547,39852,500.023044,0,0
24/07/2024 - 05:56:05,kPEPE,Open Short,0.012547,254931,3198.6192570000003,0,0
24/07/2024 - 05:56:06,kPEPE,Open Short,0.012547,119437,1498.576039,0,0
24/07/2024 - 05:56:06,kPEPE,Open Short,0.012547,322793,4050.083771,0,0
24/07/2024 - 05:56:06,kPEPE,Open Short,0.012547,220820,2770.62854,0,0
24/07/2024 - 05:56:07,kPEPE,Open Short,0.012547,1200,15.056400000000002,0,0
24/07/2024 - 05:56:07,kPEPE,Open Short,0.012547,39799,499.35805300000004,0,0
24/07/2024 - 05:56:08,kPEPE,Open Short,0.012547,1401,17.578347,0,0
24/07/2024 - 05:56:29,kPEPE,Open Short,0.012547,49769,624.451643,0,0
24/07/2024 - 05:56:30,kPEPE,Open Short,0.012547,92629,1162.216063,0,0
24/07/2024 - 05:56:30,kPEPE,Open Short,0.012547,3237892,40625.830924,0,0
24/07/2024 - 05:56:30,kPEPE,Open Short,0.012547,231174,2900.540178,0,0
24/07/2024 - 05:56:30,kPEPE,Open Short,0.012547,2009970,25219.09359,0,0
24/07/2024 - 05:56:30,kPEPE,Open Short,0.012547,157161,1971.899067,0,0
24/07/2024 - 06:06:01,kPEPE,Close Short,0.012483,79079,987.143157,0,5.140135
24/07/2024 - 06:06:02,kPEPE,Close Short,0.012483,333545,4163.642234999999,0,21.680425
24/07/2024 - 06:06:02,kPEPE,Close Short,0.012483,77621,968.9429429999999,0,5.045365
24/07/2024 - 06:06:08,kPEPE,Close Short,0.012483,8126,101.436858,0,0.52819
24/07/2024 - 06:06:09,kPEPE,Close Short,0.012483,183379,2289.120057,0,11.919635
24/07/2024 - 06:06:09,kPEPE,Close Short,0.012483,151940,1896.6670199999999,0,9.8761
24/07/2024 - 06:06:17,kPEPE,Close Short,0.012483,5948,74.24888399999999,0,0.38662
24/07/2024 - 06:06:17,kPEPE,Close Short,0.012483,30743,383.764869,0,1.998295
24/07/2024 - 06:06:21,kPEPE,Close Short,0.012483,364740,4553.049419999999,0,23.7081
24/07/2024 - 06:06:21,kPEPE,Close Short,0.012483,210850,2632.0405499999997,0,13.70525
24/07/2024 - 06:06:21,kPEPE,Close Short,0.012483,210937,2633.126571,0,13.710905
24/07/2024 - 06:06:21,kPEPE,Close Short,0.012483,640846,7999.680617999999,0,41.65499
24/07/2024 - 06:06:21,kPEPE,Close Short,0.012483,52033,649.527939,0,3.382145
24/07/2024 - 06:06:22,kPEPE,Close Short,0.012483,320879,4005.532557,0,20.857135
24/07/2024 - 06:06:23,kPEPE,Close Short,0.012483,333545,4163.642234999999,0,21.680425
24/07/2024 - 06:06:24,kPEPE,Close Short,0.012483,692749,8647.585766999999,0,45.028685
24/07/2024 - 06:06:24,kPEPE,Close Short,0.012483,8126,101.436858,0,0.52819
24/07/2024 - 06:06:25,kPEPE,Close Short,0.012483,320878,4005.5200739999996,0,20.85707
24/07/2024 - 06:06:25,kPEPE,Close Short,0.012483,58122,725.536926,0,3.77793
24/07/2024 - 06:06:25,kPEPE,Close Short,0.012483,58029,724.376007,0,3.771885
24/07/2024 - 06:06:29,kPEPE,Close Short,0.012483,24213,302.250879,0,1.573845
24/07/2024 - 06:06:33,kPEPE,Close Short,0.012483,19425,242.482275,0,1.262625
24/07/2024 - 06:06:33,kPEPE,Close Short,0.012483,11354,141.731982,0,0.73801
24/07/2024 - 06:06:38,kPEPE,Close Short,0.012483,333545,4163.642234999999,0,21.680425
24/07/2024 - 06:06:38,kPEPE,Close Short,0.012483,77621,968.9429429999999,0,5.045365
24/07/2024 - 06:06:40,kPEPE,Close Short,0.012483,77621,968.9429429999999,0,5.045365
24/07/2024 - 06:06:40,kPEPE,Close Short,0.012483,2243,27.999368999999998,0,0.145795
24/07/2024 - 06:07:16,kPEPE,Close Short,0.01248858,1732187,21632.55592446,5.408137,97.51177100000001
24/07/2024 - 06:07:45,kPEPE,Close Short,0.012503,77621,970.495363,0,3.492945
24/07/2024 - 06:07:47,kPEPE,Close Short,0.012503,6037,75.480611,0,0.271665
24/07/2024 - 06:07:58,kPEPE,Close Short,0.012503,1379543,17248.426129,0,62.079435
24/07/2024 - 06:07:58,kPEPE,Close Short,0.012503,53353,667.072559,0,2.400885
24/07/2024 - 06:07:58,kPEPE,Close Short,0.012503,2330,29.131990000000002,0,0.10485
24/07/2024 - 06:07:59,kPEPE,Close Short,0.012503,156745,1959.782735,0,7.053525
24/07/2024 - 06:07:59,kPEPE,Close Short,0.012503,3655634,45706.391902,0,164.50353
24/07/2024 - 06:07:59,kPEPE,Close Short,0.012503,1845853,23078.700059,0,83.063385
24/07/2024 - 06:07:59,kPEPE,Close Short,0.012503,2192438,27412.052314,0,98.65971
24/07/2024 - 06:07:59,kPEPE,Close Short,0.012503,475871,5949.815113,0,21.414195
24/07/2024 - 06:49:56,TURBO,Open Long,0.00641722,4093524,26269.04408328,6.567256,-6.567256
24/07/2024 - 07:21:28,TURBO,Close Long,0.006273,96730,606.78729,0.151696,-14.080815999999999
24/07/2024 - 07:21:34,TURBO,Close Long,0.006272,344330,2159.63776,0,-49.92785
24/07/2024 - 07:21:34,TURBO,Close Long,0.006272,344307,2159.493504,0,-49.924515
24/07/2024 - 07:21:38,TURBO,Close Long,0.006272,611221,3833.5781119999997,0,-88.627045
24/07/2024 - 07:21:38,TURBO,Close Long,0.006272,592717,3717.5210239999997,0,-85.943965
24/07/2024 - 07:21:39,TURBO,Close Long,0.006272,304313,1908.651136,0,-44.125385
24/07/2024 - 07:21:39,TURBO,Close Long,0.006272,193461,1213.3873919999999,0,-28.051845
24/07/2024 - 07:21:40,TURBO,Close Long,0.006272,96731,606.696832,0,-14.025995
24/07/2024 - 07:21:40,TURBO,Close Long,0.006272,304313,1908.651136,0,-44.125385
24/07/2024 - 07:21:42,TURBO,Close Long,0.006272,181558,1138.7317759999999,0,-26.32591
24/07/2024 - 07:21:42,TURBO,Close Long,0.006272,187793,1177.837696,0,-27.229985
24/07/2024 - 07:21:42,TURBO,Close Long,0.006272,611124,3832.969728,0,-88.61298
24/07/2024 - 07:21:42,TURBO,Close Long,0.006272,224926,1410.735872,0,-32.61427
24/07/2024 - 07:22:34,kPEPE,Open Short,0.0121986,15830380,193108.473468,48.277113,-48.277113
24/07/2024 - 07:56:41,kPEPE,Close Short,0.01209135,15830380,191410.665213,47.85267,1640.390514
24/07/2024 - 09:00:00,kPEPE,Open Long,0.01221,298195,3640.96095,0,0
24/07/2024 - 09:00:00,kPEPE,Open Long,0.01221,298195,3640.96095,0,0
24/07/2024 - 09:00:03,kPEPE,Open Long,0.01221,1805995,22051.19895,0,0
24/07/2024 - 09:00:03,kPEPE,Open Long,0.01221,2436568,29750.49528,0,0
24/07/2024 - 09:01:03,kPEPE,Open Long,0.01221,1754,21.41634,0,0
24/07/2024 - 09:01:22,kPEPE,Open Long,0.01221,152824,1865.9810400000001,0,0
24/07/2024 - 09:01:22,kPEPE,Open Long,0.012211,5874197,71729.819567,17.932448,-17.932448
24/07/2024 - 09:01:22,kPEPE,Open Long,0.012211,8126,99.226586,0,0
24/07/2024 - 09:01:22,kPEPE,Open Long,0.012211,51297,626.387667,0,0
24/07/2024 - 09:01:23,kPEPE,Open Long,0.012211,1180,14.40898,0,0
24/07/2024 - 09:01:23,kPEPE,Open Long,0.012211,1839258,22459.179438,0,0
24/07/2024 - 09:01:25,kPEPE,Open Long,0.012211,959,11.710348999999999,0,0
24/07/2024 - 09:01:25,kPEPE,Open Long,0.012211,51304,626.4731439999999,0,0
24/07/2024 - 09:01:26,kPEPE,Open Long,0.012211,152824,1866.133864,0,0
24/07/2024 - 09:01:26,kPEPE,Open Long,0.012211,1806188,22055.361667999998,0,0
24/07/2024 - 09:01:26,kPEPE,Open Long,0.012211,1300,15.8743,0,0
24/07/2024 - 09:01:26,kPEPE,Open Long,0.012211,51307,626.509777,0,0
24/07/2024 - 09:01:27,kPEPE,Open Long,0.012211,197470,2411.30617,0,0
24/07/2024 - 09:01:28,kPEPE,Open Long,0.012211,51311,626.558621,0,0
24/07/2024 - 09:01:28,kPEPE,Open Long,0.012211,49400,603.2234,0,0
24/07/2024 - 09:01:28,kPEPE,Open Long,0.012211,1839258,22459.179438,0,0
24/07/2024 - 09:01:30,kPEPE,Open Long,0.012211,1839258,22459.179438,0,0
24/07/2024 - 09:01:30,kPEPE,Open Long,0.012211,2188,26.717668,0,0
24/07/2024 - 09:01:31,kPEPE,Open Long,0.012211,1300,15.8743,0,0
24/07/2024 - 09:01:31,kPEPE,Open Long,0.012211,51320,626.66852,0,0
24/07/2024 - 09:01:32,kPEPE,Open Long,0.012211,3624541,44259.270151,0,0
24/07/2024 - 09:40:55,kPEPE,Open Long,0.01214747,3886006,47205.141304820005,11.80128,-11.80128
24/07/2024 - 09:43:20,kPEPE,Open Long,0.01211138,3886006,47064.89534828,11.766216,-11.766216
24/07/2024 - 10:13:50,kPEPE,Open Long,0.01211959,3608466,43733.12844894,10.933275,-10.933275
24/07/2024 - 10:52:54,kPEPE,Close Long,0.01201786,1496401,17983.53772186,4.49588,-250.119278
24/07/2024 - 10:52:56,kPEPE,Close Long,0.012016,372358,4474.253728000001,0,-61.811428
24/07/2024 - 10:52:56,kPEPE,Close Long,0.012016,1901523,22848.700368,0,-315.652818
24/07/2024 - 10:52:56,kPEPE,Close Long,0.012016,70283,844.520528,0,-11.666978
24/07/2024 - 10:53:00,kPEPE,Close Long,0.012016,8126,97.642016,0,-1.348916
24/07/2024 - 10:53:00,kPEPE,Close Long,0.012016,83602,1004.561632,0,-13.877932
24/07/2024 - 10:53:01,kPEPE,Close Long,0.012016,24001,288.39601600000003,0,-3.984166
24/07/2024 - 10:53:01,kPEPE,Close Long,0.012016,333545,4007.87672,0,-55.36847
