time,coin,dir,px,sz,ntl,fee,closedPnl
20/08/2024 - 21:13:23,BTC,Close Short,59052,0.09376,5536.71552,0,73.667232
20/08/2024 - 21:13:23,BTC,Close Short,59052,0.14525,8577.303,0,114.122925
20/08/2024 - 21:13:23,BTC,Close Short,59052,0.05713,3373.6407600000002,0,44.887041
20/08/2024 - 21:13:24,BTC,Close Short,59052,0.083,4901.316,0,65.2131
20/08/2024 - 21:13:24,BTC,Close Short,59052,0.18369,10847.26188,0,144.325233
20/08/2024 - 21:13:24,BTC,Close Short,59052,0.06916,4084.03632,0,54.339012
20/08/2024 - 21:13:24,BTC,Close Short,59052,0.09222,5445.775439999999,0,72.457254
20/08/2024 - 21:13:25,BTC,Close Short,59052,0.15516,9162.508319999999,0,121.909212
20/08/2024 - 21:13:25,BTC,Close Short,59052,0.07209,4257.05868,0,56.641113
20/08/2024 - 21:13:25,BTC,Close Short,59052,0.07153,4223.98956,0,56.201121
20/08/2024 - 21:13:25,BTC,Close Short,59052,0.12292,7258.67184,0,96.578244
20/08/2024 - 21:13:25,BTC,Close Short,59052,0.29911,17663.043719999998,0,235.010727
20/08/2024 - 21:13:26,BTC,Close Short,59052,0.01392,822.00384,0,10.936944
20/08/2024 - 21:21:02,WLD,Open Short,1.52459874,40495.5,61739.388275670004,15.434836,-15.434836
20/08/2024 - 21:21:29,WLD,Open Short,1.52811826,40410.7,61752.328569382,15.438072,-15.438072
21/08/2024 - 05:51:06,TRX,Open Long,0.16065785,124591,20016.52218935,5.004125,-5.004125
21/08/2024 - 09:02:25,WLD,Open Short,1.51811774,39559.4,60055.82692375601,15.013948,-15.013948
21/08/2024 - 09:47:00,AVAX,Open Long,23.33388097,10254.79,239284.04923234633,59.820999,-59.820999
21/08/2024 - 10:07:44,TRX,Close Long,0.15941,100,15.940999999999999,0,-0.1247
21/08/2024 - 10:07:45,TRX,Close Long,0.15941,173,27.57793,0,-0.215731
21/08/2024 - 10:07:45,TRX,Close Long,0.15941,73,11.63693,0,-0.091031
21/08/2024 - 10:07:45,TRX,Close Long,0.15941,100,15.940999999999999,0,-0.1247
21/08/2024 - 10:07:46,TRX,Close Long,0.15941,173,27.57793,0,-0.215731
21/08/2024 - 10:07:46,TRX,Close Long,0.15941,73,11.63693,0,-0.091031
21/08/2024 - 10:07:46,TRX,Close Long,0.15941,100,15.940999999999999,0,-0.1247
21/08/2024 - 10:07:47,TRX,Close Long,0.15941,100,15.940999999999999,0,-0.1247
21/08/2024 - 10:07:47,TRX,Close Long,0.15941,73,11.63693,0,-0.091031
21/08/2024 - 10:07:47,TRX,Close Long,0.15941,100,15.940999999999999,0,-0.1247
21/08/2024 - 10:07:47,TRX,Close Long,0.15941,73,11.63693,0,-0.091031
21/08/2024 - 10:07:48,TRX,Close Long,0.15941,173,27.57793,0,-0.215731
21/08/2024 - 10:07:48,TRX,Close Long,0.15941,100,15.940999999999999,0,-0.1247
21/08/2024 - 10:07:48,TRX,Close Long,0.15941,2000,318.82,0,-2.494
21/08/2024 - 10:07:48,TRX,Close Long,0.15941,73,11.63693,0,-0.091031
21/08/2024 - 10:07:49,TRX,Close Long,0.15941,100,15.940999999999999,0,-0.1247
21/08/2024 - 10:07:49,TRX,Close Long,0.15941,2317,369.35296999999997,0,-2.889299
21/08/2024 - 10:07:49,TRX,Close Long,0.15941,100,15.940999999999999,0,-0.1247
21/08/2024 - 10:07:50,TRX,Close Long,0.15941,73,11.63693,0,-0.091031
21/08/2024 - 10:07:50,TRX,Close Long,0.15941,273,43.51893,0,-0.340431
21/08/2024 - 10:07:50,TRX,Close Long,0.15941,100,15.940999999999999,0,-0.1247
21/08/2024 - 10:07:51,TRX,Close Long,0.15941,273,43.51893,0,-0.340431
21/08/2024 - 10:07:51,TRX,Close Long,0.15941,73,11.63693,0,-0.091031
21/08/2024 - 10:07:51,TRX,Close Long,0.15941,100,15.940999999999999,0,-0.1247
21/08/2024 - 10:07:52,TRX,Close Long,0.15941,2273,362.33893,0,-2.834431
21/08/2024 - 10:07:52,TRX,Close Long,0.15941,73,11.63693,0,-0.091031
21/08/2024 - 10:07:52,TRX,Close Long,0.15941,100,15.940999999999999,0,-0.1247
21/08/2024 - 10:07:53,TRX,Close Long,0.15941,573,91.34192999999999,0,-0.714531
21/08/2024 - 10:07:53,TRX,Close Long,0.15941,273,43.51893,0,-0.340431
21/08/2024 - 10:07:53,TRX,Close Long,0.15941,2100,334.76099999999997,0,-2.6187
21/08/2024 - 10:07:53,TRX,Close Long,0.15941,300,47.823,0,-0.3741
21/08/2024 - 10:07:54,TRX,Close Long,0.15941,73,11.63693,0,-0.091031
21/08/2024 - 10:07:54,TRX,Close Long,0.15941,273,43.51893,0,-0.340431
21/08/2024 - 10:07:54,TRX,Close Long,0.15941,200,31.881999999999998,0,-0.2494
21/08/2024 - 10:07:54,TRX,Close Long,0.15941,100,15.940999999999999,0,-0.1247
21/08/2024 - 10:07:55,TRX,Close Long,0.15941,73,11.63693,0,-0.091031
21/08/2024 - 10:07:55,TRX,Close Long,0.15941,100,15.940999999999999,0,-0.1247
21/08/2024 - 10:07:55,TRX,Close Long,0.15941,2373,378.27993,0,-2.959131
21/08/2024 - 10:07:55,TRX,Close Long,0.15941,100,15.940999999999999,0,-0.1247
21/08/2024 - 10:07:56,TRX,Close Long,0.15941,73,11.63693,0,-0.091031
21/08/2024 - 10:07:56,TRX,Close Long,0.15941,400,63.763999999999996,0,-0.4988
21/08/2024 - 10:07:56,TRX,Close Long,0.15941,573,91.34192999999999,0,-0.714531
21/08/2024 - 10:07:57,TRX,Close Long,0.15941,73,11.63693,0,-0.091031
21/08/2024 - 10:07:57,TRX,Close Long,0.15941,400,63.763999999999996,0,-0.4988
21/08/2024 - 10:07:57,TRX,Close Long,0.15941,173,27.57793,0,-0.215731
21/08/2024 - 10:07:58,TRX,Close Long,0.15941,400,63.763999999999996,0,-0.4988
21/08/2024 - 10:07:58,TRX,Close Long,0.15941,73,11.63693,0,-0.091031
21/08/2024 - 10:07:58,TRX,Close Long,0.15941,173,27.57793,0,-0.215731
21/08/2024 - 10:07:58,TRX,Close Long,0.15941,2000,318.82,0,-2.494
21/08/2024 - 10:07:59,TRX,Close Long,0.15941,400,63.763999999999996,0,-0.4988
21/08/2024 - 10:07:59,TRX,Close Long,0.15941,173,27.57793,0,-0.215731
21/08/2024 - 10:07:59,TRX,Close Long,0.15941,173,27.57793,0,-0.215731
21/08/2024 - 10:07:59,TRX,Close Long,0.15941,400,63.763999999999996,0,-0.4988
21/08/2024 - 10:08:00,TRX,Close Long,0.15941,16719,2665.17579,0,-20.848593
21/08/2024 - 10:08:00,TRX,Close Long,0.15941,40134,6397.76094,0,-50.047098
21/08/2024 - 10:08:00,TRX,Close Long,0.15941,40134,6397.76094,0,-50.047098
21/08/2024 - 10:08:00,TRX,Close Long,0.15941,273,43.51893,0,-0.340431
21/08/2024 - 10:08:00,TRX,Close Long,0.15941,5969,951.51829,0,-7.443343
21/08/2024 - 10:08:11,TRX,Close Long,0.15947,1,0.15947,0.000039,-0.0012259999999999999
21/08/2024 - 10:32:42,AVAX,Close Long,23.3193573,595.16,13878.748690667999,3.469686,-12.065404
21/08/2024 - 10:32:44,AVAX,Close Long,23.318,1.28,29.847040000000003,0,-0.020224
21/08/2024 - 10:32:46,AVAX,Close Long,23.318,55.4,1291.8172,0,-0.87532
21/08/2024 - 10:33:13,AVAX,Close Long,23.313,201.6,4699.900799999999,0,-4.19328
21/08/2024 - 10:33:16,AVAX,Close Long,23.313,1.28,29.84064,0,-0.026624
21/08/2024 - 10:33:27,AVAX,Close Long,23.313,12.86,299.80517999999995,0,-0.267488
21/08/2024 - 10:33:27,AVAX,Close Long,23.313,382.71,8922.118229999998,0,-7.960368
21/08/2024 - 10:33:28,AVAX,Close Long,23.313,95.21,2219.63073,0,-1.980368
21/08/2024 - 10:34:17,AVAX,Close Long,23.313,77.49,1806.5243699999999,0,-1.611792
21/08/2024 - 10:38:26,AVAX,Close Long,23.25596974,664.32,15449.405817676801,3.86235,-55.566546
21/08/2024 - 10:38:27,AVAX,Close Long,23.255,373.05,8675.27775,0,-29.39634
21/08/2024 - 10:38:27,AVAX,Close Long,23.255,373.05,8675.27775,0,-29.39634
21/08/2024 - 10:38:31,AVAX,Close Long,23.255,373.05,8675.27775,0,-29.39634
21/08/2024 - 10:38:31,AVAX,Close Long,23.255,373.05,8675.27775,0,-29.39634
21/08/2024 - 10:38:35,AVAX,Close Long,23.255,124.35,2891.7592499999996,0,-9.79878
21/08/2024 - 10:38:35,AVAX,Close Long,23.255,124.35,2891.7592499999996,0,-9.79878
21/08/2024 - 10:45:07,AVAX,Close Long,23.124,4.32,99.89568,0,-0.906336
21/08/2024 - 10:45:11,AVAX,Close Long,23.124,12.97,299.91828,0,-2.721106
21/08/2024 - 10:45:12,AVAX,Close Long,23.124,829.78,19187.83272,0,-174.087844
21/08/2024 - 10:45:12,AVAX,Close Long,23.124,1175.75,27188.042999999998,0,-246.67235
21/08/2024 - 10:45:12,AVAX,Close Long,23.124,53.22,1230.6592799999999,0,-11.165556
21/08/2024 - 10:45:16,AVAX,Close Long,23.124,39.55,914.5541999999999,0,-8.29759
21/08/2024 - 10:45:30,AVAX,Close Long,23.124,63.44,1466.9865599999998,0,-13.309712
21/08/2024 - 10:45:30,AVAX,Close Long,23.124,580.61,13426.02564,0,-121.811978
21/08/2024 - 10:45:30,AVAX,Close Long,23.124,18.22,421.31927999999994,0,-3.822556
21/08/2024 - 10:45:30,AVAX,Close Long,23.124,35.43,819.28332,0,-7.433214
21/08/2024 - 10:45:31,AVAX,Close Long,23.124,302.6,6997.3224,0,-63.48548
21/08/2024 - 10:45:31,AVAX,Close Long,23.124,39.55,914.5541999999999,0,-8.29759
21/08/2024 - 10:45:32,AVAX,Close Long,23.124,302.6,6997.3224,0,-63.48548
21/08/2024 - 10:45:32,AVAX,Close Long,23.124,45.61,1054.68564,0,-9.568978
21/08/2024 - 10:45:32,AVAX,Close Long,23.124,39.55,914.5541999999999,0,-8.29759
21/08/2024 - 10:45:33,AVAX,Close Long,23.124,151.76,3509.2982399999996,0,-31.839248
21/08/2024 - 10:45:33,AVAX,Close Long,23.124,34.08,788.0659199999999,0,-7.149984
21/08/2024 - 10:45:34,AVAX,Close Long,23.124,25.71,594.51804,0,-5.393958
21/08/2024 - 10:47:46,AVAX,Close Long,23.075,663.98,15321.3385,3.830333,-175.668357
21/08/2024 - 10:49:05,AVAX,Close Long,23.071,372.82,8601.33022,2.150332,-100.12742800000001
21/08/2024 - 10:49:11,AVAX,Close Long,23.069,13,299.897,0,-3.4424
21/08/2024 - 10:49:21,AVAX,Close Long,23.069,2.5,57.6725,0,-0.662
21/08/2024 - 10:49:48,AVAX,Close Long,23.069,4.33,99.88877,0,-1.146584
21/08/2024 - 10:49:51,AVAX,Close Long,23.069,102.27,2359.2666299999996,0,-27.081096
21/08/2024 - 10:49:52,AVAX,Close Long,23.069,138.5,3195.0564999999997,0,-36.6748
21/08/2024 - 10:49:52,AVAX,Close Long,23.069,138.5,3195.0564999999997,0,-36.6748
21/08/2024 - 10:50:01,AVAX,Close Long,23.069,45.99,1060.94331,0,-12.178152
21/08/2024 - 10:50:01,AVAX,Close Long,23.069,45.99,1060.94331,0,-12.178152
21/08/2024 - 10:50:05,AVAX,Close Long,23.069,15.24,351.57156,0,-4.035552
21/08/2024 - 10:50:05,AVAX,Close Long,23.069,15.24,351.57156,0,-4.035552
21/08/2024 - 10:50:09,AVAX,Close Long,23.069,5,115.345,0,-1.324
21/08/2024 - 10:50:09,AVAX,Close Long,23.069,2.5,57.6725,0,-0.662
21/08/2024 - 10:50:09,AVAX,Close Long,23.069,15.24,351.57156,0,-4.035552
21/08/2024 - 10:50:09,AVAX,Close Long,23.069,15.24,351.57156,0,-4.035552
21/08/2024 - 10:50:10,AVAX,Close Long,23.069,6.9,159.1761,0,-1.82712
21/08/2024 - 10:50:24,AVAX,Close Long,23.069,2.5,57.6725,0,-0.662
21/08/2024 - 10:50:27,AVAX,Close Long,23.069,24.13,556.6549699999999,0,-6.389624
21/08/2024 - 10:50:27,AVAX,Close Long,23.069,53.16,1226.3480399999999,0,-14.076768
21/08/2024 - 10:50:27,AVAX,Close Long,23.069,53.84,1242.03496,0,-14.256832
21/08/2024 - 10:50:27,AVAX,Close Long,23.069,52.37,1208.1235299999998,0,-13.867576
21/08/2024 - 10:50:28,AVAX,Close Long,23.069,52.32,1206.97008,0,-13.854336
21/08/2024 - 10:50:28,AVAX,Close Long,23.069,55.02,1269.25638,0,-14.569296
21/08/2024 - 10:50:28,AVAX,Close Long,23.069,55.92,1290.01848,0,-14.807616
21/08/2024 - 10:50:28,AVAX,Close Long,23.069,60.61,1398.21209,0,-16.049528
21/08/2024 - 10:50:29,AVAX,Close Long,23.069,4.65,107.27085000000001,0,-1.23132
21/08/2024 - 10:50:59,AVAX,Close Long,23.053,168.29,3879.58937,0.969897,-48.225729
21/08/2024 - 12:23:22,BTC,Close Short,59587,0.17562,10464.66894,0,44.027934
21/08/2024 - 12:23:23,BTC,Close Short,59587,0.09607,5724.523090000001,0,24.084749
21/08/2024 - 12:23:24,BTC,Close Short,59587,0.17562,10464.66894,0,44.027934
21/08/2024 - 12:23:25,BTC,Close Short,59587,0.17562,10464.66894,0,44.027934
21/08/2024 - 12:23:26,BTC,Close Short,59587,0.17562,10464.66894,0,44.027934
21/08/2024 - 12:23:26,BTC,Close Short,59587,0.00427,254.43649000000002,0,1.070489
21/08/2024 - 12:23:27,BTC,Close Short,59587,0.07964,4745.50868,0,19.965748
21/08/2024 - 12:26:22,BTC,Close Short,59589,2.25075,134119.94175,33.529982,526.231543
21/08/2024 - 12:27:02,BTC,Close Short,59590,4.50141,268239.0219,67.059748,1047.939509
21/08/2024 - 18:02:06,BTC,Open Long,59532.76617391,10.14087,603714.0425100187,150.928493,-150.928493
21/08/2024 - 19:04:10,BTC,Close Long,59151.42142637,10.14087,599846.8750000327,149.961708,-4016.458157
21/08/2024 - 19:04:25,WLD,Close Short,1.49272091,39559.4,59051.143567054,14.762782,132.362274
21/08/2024 - 19:17:02,WLD,Close Short,1.487098,15885,23622.55173,5.905632,142.492008
21/08/2024 - 19:17:04,WLD,Close Short,1.4875,805.6,1198.3300000000002,0,7.202064
21/08/2024 - 19:17:05,WLD,Close Short,1.4875,595.7,886.1037500000001,0,5.325558
21/08/2024 - 19:17:39,WLD,Close Short,1.488,200,297.6,0,1.688
21/08/2024 - 19:17:40,WLD,Close Short,1.488,19.7,29.313599999999997,0,0.166268
21/08/2024 - 19:17:40,WLD,Close Short,1.488,26.9,40.0272,0,0.227036
21/08/2024 - 19:17:41,WLD,Close Short,1.488,1798,2675.424,0,15.17512
21/08/2024 - 19:17:41,WLD,Close Short,1.488,427.3,635.8224,0,3.606412
21/08/2024 - 19:17:41,WLD,Close Short,1.488,256.8,382.1184,0,2.167392
21/08/2024 - 19:17:41,WLD,Close Short,1.488,261.4,388.9632,0,2.206216
21/08/2024 - 19:17:44,WLD,Close Short,1.488,200,297.6,0,1.688
21/08/2024 - 19:17:47,WLD,Close Short,1.488,336.1,500.1168,0,2.836684
21/08/2024 - 19:17:47,WLD,Close Short,1.488,200,297.6,0,1.688
21/08/2024 - 19:17:49,WLD,Close Short,1.488,294.1,437.62080000000003,0,2.482204
21/08/2024 - 19:17:50,WLD,Close Short,1.488,1128.8,1679.6544,0,9.527072
21/08/2024 - 19:17:50,WLD,Close Short,1.488,12845.8,19114.5504,0,108.418552
21/08/2024 - 19:18:03,WLD,Close Short,1.488,10572.5,15731.88,3.932969,85.298931
21/08/2024 - 19:18:04,WLD,Close Short,1.4881,662.2,985.4198200000001,0,5.522748
21/08/2024 - 19:18:44,WLD,Close Short,1.4881,419.9,624.8531899999999,0,3.501966
21/08/2024 - 19:18:46,WLD,Close Short,1.4881,5375.8,7999.727980000001,0,44.834172
21/08/2024 - 19:18:47,WLD,Close Short,1.4881,1163.3,1731.10673,0,9.701922
21/08/2024 - 19:18:47,WLD,Close Short,1.4881,200,297.62,0,1.668
21/08/2024 - 19:18:48,WLD,Close Short,1.4881,5375.8,7999.727980000001,0,44.834172
21/08/2024 - 19:18:48,WLD,Close Short,1.4881,625.7,931.1041700000001,0,5.218338
21/08/2024 - 19:18:51,WLD,Close Short,1.4881,200,297.62,0,1.668
21/08/2024 - 19:18:55,WLD,Close Short,1.4881,528.2,786.0144200000001,0,4.405188
21/08/2024 - 19:19:00,WLD,Close Short,1.4881,200,297.62,0,1.668
21/08/2024 - 19:19:15,WLD,Close Short,1.4881,200,297.62,0,1.668
21/08/2024 - 19:19:18,WLD,Close Short,1.4881,200,297.62,0,1.668
21/08/2024 - 19:19:19,WLD,Close Short,1.4881,2613,3888.4053,0,21.79242
21/08/2024 - 19:19:19,WLD,Close Short,1.4881,5375.8,7999.727980000001,0,44.834172
21/08/2024 - 19:19:20,WLD,Close Short,1.4881,5940.2,8839.61162,0,49.541268
21/08/2024 - 19:19:21,WLD,Close Short,1.4881,248.6,369.94166,0,2.073324
21/08/2024 - 19:19:22,WLD,Close Short,1.4881,200,297.62,0,1.668
21/08/2024 - 19:22:20,WLD,Close Short,1.4901,5368.6,7999.75086,0,34.036924
21/08/2024 - 19:22:23,WLD,Close Short,1.4901,5368.6,7999.75086,0,34.036924
21/08/2024 - 19:22:24,WLD,Close Short,1.4901,525.5,783.04755,0,3.33167
21/08/2024 - 19:22:24,WLD,Close Short,1.4901,722.6,1076.7462600000001,0,4.581284
21/08/2024 - 19:22:24,WLD,Close Short,1.4901,200,298.02,0,1.268
21/08/2024 - 19:22:25,WLD,Close Short,1.4901,1125.7,1677.4055700000001,0,7.136938
21/08/2024 - 19:22:27,WLD,Close Short,1.4901,5043.6,7515.468360000001,0,31.976424
21/08/2024 - 19:22:28,WLD,Close Short,1.4901,200,298.02,0,1.268
21/08/2024 - 19:22:30,WLD,Close Short,1.4901,418.7,623.90487,0,2.654558
21/08/2024 - 19:22:30,WLD,Close Short,1.4901,562.8,838.6282799999999,0,3.568152
21/08/2024 - 19:22:30,WLD,Close Short,1.4901,7310.6,10893.52506,0,46.349204
21/08/2024 - 19:22:30,WLD,Close Short,1.4901,38641.7,57579.997169999995,0,244.988378
21/08/2024 - 19:22:30,WLD,Close Short,1.4901,1006.3,1499.4876299999999,0,6.379942
21/08/2024 - 19:22:30,WLD,Close Short,1.4901,670,998.367,0,4.2478
21/08/2024 - 19:22:31,WLD,Close Short,1.4901,5129.3,7643.16993,0,32.519762
21/08/2024 - 19:22:31,WLD,Close Short,1.4901,19998.5,29799.76485,0,126.79049
21/08/2024 - 19:22:31,WLD,Close Short,1.4901,29588.3,44089.52583,0,187.589822
21/08/2024 - 19:22:31,WLD,Close Short,1.4901,13816.9,20588.56269,0,87.599146
21/08/2024 - 19:26:38,BTC,Open Long,59371.05550784,12.06136,716095.6740600411,179.023904,-179.023904
21/08/2024 - 19:49:27,BTC,Close Long,59478,0.3418,20329.5804,0,36.5726
21/08/2024 - 19:49:39,BTC,Close Long,59446.71940414,11.71956,696689.394859983,174.172338,713.225762
22/08/2024 - 04:53:26,BTC,Open Short,61148.47267344,15.31715,936620.3282099816,234.155068,-234.155068
22/08/2024 - 05:08:15,BTC,Open Short,61020.46352046,8.75765,534395.8623499565,133.598955,-133.598955
22/08/2024 - 08:18:27,BTC,Close Short,60389,0.23675,14297.095749999999,0,168.779075
22/08/2024 - 08:18:27,BTC,Close Short,60389,0.0967,5839.6163,0,68.93743
22/08/2024 - 08:18:27,BTC,Close Short,60389,0.00325,196.26425,0,2.316925
22/08/2024 - 08:18:27,BTC,Close Short (Price Improved),60389,1.58928,95975.02992,0,1132.997712
22/08/2024 - 08:18:58,BTC,Close Short,60278,1.92598,116094.22244,0,1586.814922
22/08/2024 - 08:20:19,BTC,Close Short,60167,1.92598,115880.43866,0,1800.598702
22/08/2024 - 08:21:33,BTC,Close Short,60056,0.15497,9306.87832,0,162.083123
22/08/2024 - 08:21:33,BTC,Close Short,60056,0.09076,5450.682559999999,0,94.925884
22/08/2024 - 08:21:34,BTC,Close Short,60056,0.08775,5269.914,0,91.777725
22/08/2024 - 08:21:34,BTC,Close Short,60056,0.4056,24358.713600000003,0,424.21704
22/08/2024 - 08:21:34,BTC,Close Short (Price Improved),60056,0.64007,38440.043920000004,0,669.449213
22/08/2024 - 08:21:34,BTC,Close Short,60056,0.41724,25057.76544,0,436.391316
22/08/2024 - 08:21:34,BTC,Close Short,60056,0.12959,7782.657040000001,0,135.538181
22/08/2024 - 08:22:20,BTC,Close Short,59944,1.52809,91599.82695999999,0,1769.375411
22/08/2024 - 08:22:20,BTC,Close Short,59944,0.3493,20938.4392,0,404.45447
22/08/2024 - 08:22:20,BTC,Close Short,59944,0.04859,2912.67896,0,56.262361
22/08/2024 - 08:22:31,BTC,Close Short,59833,1.92598,115237.16134,0,2443.876022
22/08/2024 - 09:50:32,BTC,Close Short,60591,0.10585,6413.55735,0,54.078765
22/08/2024 - 09:51:11,BTC,Close Short,60616.46006499,3.42519,207622.89285000312,51.905713,1610.818298
22/08/2024 - 09:51:20,BTC,Close Short,60621,0.00018,10.91178,0,0.086562
22/08/2024 - 09:51:26,BTC,Close Short,60621,0.0164,994.1844000000001,0,7.88676
22/08/2024 - 09:51:34,BTC,Close Short,60621,0.0967,5862.0507,0,46.50303
22/08/2024 - 09:51:34,BTC,Close Short,60621,0.00438,265.51998000000003,0,2.106342
22/08/2024 - 09:51:47,BTC,Close Short,60621,0.0967,5862.0507,0,46.50303
22/08/2024 - 09:51:47,BTC,Close Short,60621,0.03748,2272.07508,0,18.024132
22/08/2024 - 09:51:50,BTC,Close Short,60621,0.00517,313.41057,0,2.486253
22/08/2024 - 09:51:51,BTC,Close Short,60621,0.49819,30200.775990000002,0,239.579571
22/08/2024 - 09:51:51,BTC,Close Short,60621,0.22379,13566.37359,0,107.620611
22/08/2024 - 09:51:51,BTC,Close Short,60621,0.17574,10653.53454,0,84.513366
22/08/2024 - 09:51:52,BTC,Close Short,60621,0.08236,4992.74556,0,39.606924
22/08/2024 - 09:51:52,BTC,Close Short,60621,0.24189,14663.61369,0,116.324901
22/08/2024 - 09:51:52,BTC,Close Short,60621,0.16167,9800.59707,0,77.747103
22/08/2024 - 09:51:53,BTC,Close Short,60621,0.07388,4478.67948,0,35.528892
22/08/2024 - 09:51:53,BTC,Close Short,60621,0.0648,3928.2407999999996,0,31.16232
22/08/2024 - 09:51:54,BTC,Close Short,60621,0.06547,3968.85687,0,31.484523
22/08/2024 - 09:51:54,BTC,Close Short,60621,0.0683,4140.4143,0,32.84547
22/08/2024 - 09:51:54,BTC,Close Short,60621,0.13177,7988.02917,0,63.368193
22/08/2024 - 09:51:55,BTC,Close Short,60621,0.066,4000.9860000000003,0,31.7394
22/08/2024 - 09:51:55,BTC,Close Short,60621,0.06556,3974.31276,0,31.527804
22/08/2024 - 09:51:55,BTC,Close Short,60621,0.05799,3515.41179,0,27.887391
22/08/2024 - 09:51:55,BTC,Close Short,60621,0.06219,3770.0199900000002,0,29.907171
22/08/2024 - 09:51:56,BTC,Close Short,60621,0.01639,993.57819,0,7.881951
22/08/2024 - 09:51:56,BTC,Close Short,60621,0.06376,3865.19496,0,30.662184
22/08/2024 - 09:51:56,BTC,Close Short,60621,0.06486,3931.87806,0,31.191174
22/08/2024 - 09:51:56,BTC,Close Short,60621,0.06203,3760.32063,0,29.830227
22/08/2024 - 09:51:57,BTC,Close Short,60621,0.06291,3813.6671099999994,0,30.253419
22/08/2024 - 09:51:57,BTC,Close Short,60621,0.12609,7643.70189,0,60.636681
22/08/2024 - 09:51:58,BTC,Close Short,60621,0.06326,3834.8844599999998,0,30.421734
22/08/2024 - 09:51:58,BTC,Close Short,60621,0.0636,3855.4956,0,30.58524
22/08/2024 - 09:51:58,BTC,Close Short,60621,0.31514,19104.101939999997,0,151.550826
22/08/2024 - 09:51:58,BTC,Close Short,60621,0.29688,17997.16248,0,142.769592
22/08/2024 - 09:51:58,BTC,Close Short,60621,0.06385,3870.6508500000004,0,30.705465
22/08/2024 - 09:51:59,BTC,Close Short,60621,0.0657,3982.7996999999996,0,31.59513
22/08/2024 - 09:51:59,BTC,Close Short,60621,0.06699,4061.0007899999996,0,32.215491
22/08/2024 - 09:51:59,BTC,Close Short,60621,0.01,606.21,0,4.809
22/08/2024 - 09:51:59,BTC,Close Short,60621,0.06412,3887.0185199999996,0,30.835308
22/08/2024 - 09:52:00,BTC,Close Short,60621,0.0055,333.4155,0,2.64495
22/08/2024 - 09:52:00,BTC,Close Short,60621,0.06604,4003.41084,0,31.758636
22/08/2024 - 09:52:01,BTC,Close Short,60621,0.13689,8298.40869,0,65.830401
22/08/2024 - 09:52:01,BTC,Close Short,60621,0.01,606.21,0,4.809
22/08/2024 - 09:52:01,BTC,Close Short,60621,0.13362,8100.178019999999,0,64.257858
22/08/2024 - 09:52:02,BTC,Close Short,60621,0.06599,4000.3797899999995,0,31.734591
22/08/2024 - 09:52:02,BTC,Close Short,60621,0.06514,3948.85194,0,31.325826
22/08/2024 - 09:52:02,BTC,Close Short,60621,0.13183,7991.66643,0,63.397047
22/08/2024 - 09:52:03,BTC,Close Short,60621,0.13749,8334.78129,0,66.118941
22/08/2024 - 09:52:03,BTC,Close Short,60621,0.06362,3856.7080199999996,0,30.594858
22/08/2024 - 09:52:04,BTC,Close Short,60621,0.06272,3802.14912,0,30.162048
22/08/2024 - 09:52:04,BTC,Close Short,60621,0.13344,8089.26624,0,64.171296
22/08/2024 - 09:52:04,BTC,Close Short,60621,0.05604,3397.20084,0,26.949636
22/08/2024 - 09:52:05,BTC,Close Short,60621,0.05806,3519.65526,0,27.921054
22/08/2024 - 09:52:05,BTC,Close Short,60621,0.12186,7387.27506,0,58.602474
22/08/2024 - 09:52:05,BTC,Close Short,60621,0.0019,115.1799,0,0.91371
22/08/2024 - 09:52:06,BTC,Close Short,60621,0.10827,6563.435670000001,0,52.067043
22/08/2024 - 09:52:06,BTC,Close Short,60621,0.11597,7030.21737,0,55.769973
22/08/2024 - 09:52:07,BTC,Close Short,60621,0.05366,3252.92286,0,25.805094
22/08/2024 - 09:52:07,BTC,Close Short,60621,0.06362,3856.7080199999996,0,30.594858
22/08/2024 - 09:52:08,BTC,Close Short,60621,0.05425,3288.68925,0,26.088825
22/08/2024 - 09:52:08,BTC,Close Short,60621,0.04931,2989.22151,0,23.713179
22/08/2024 - 09:52:08,BTC,Close Short,60621,0.05022,3044.38662,0,24.150798
22/08/2024 - 09:52:08,BTC,Close Short,60621,0.05025,3046.20525,0,24.165225
22/08/2024 - 09:52:09,BTC,Close Short,60621,0.08424,5106.71304,0,40.511016
22/08/2024 - 09:52:09,BTC,Close Short,60621,0.04176,2531.53296,0,20.082384
22/08/2024 - 09:52:09,BTC,Close Short,60621,0.04184,2536.3826400000003,0,20.120856
22/08/2024 - 09:52:10,BTC,Close Short,60621,0.0842,5104.2882,0,40.49178
22/08/2024 - 09:52:10,BTC,Close Short,60621,0.04232,2565.48072,0,20.351688
22/08/2024 - 09:52:10,BTC,Close Short,60621,0.08456,5126.11176,0,40.664904
22/08/2024 - 09:52:11,BTC,Close Short,60621,0.04185,2536.9888499999997,0,20.125665
22/08/2024 - 09:52:11,BTC,Close Short,60621,0.03994,2421.20274,0,19.207146
22/08/2024 - 09:52:11,BTC,Close Short,60621,0.0825,5001.2325,0,39.67425
22/08/2024 - 09:52:12,BTC,Close Short,60621,0.07897,4787.2403699999995,0,37.976673
22/08/2024 - 09:52:13,BTC,Close Short,60621,0.08018,4860.59178,0,38.558562
22/08/2024 - 09:52:13,BTC,Close Short,60621,0.04039,2448.48219,0,19.423551
